Class,Image,Latitude,Longitude
Forest,Forest_2230.jpg,54.85934832620695,11.636312158359658
Forest,Forest_1739.jpg,48.24775532767343,11.126564751927958
Forest,Forest_343.jpg,47.89993271919641,10.52972042618597
Forest,Forest_425.jpg,48.98705858187352,9.368411065575824
Forest,Forest_2556.jpg,48.25294719677927,11.161799164852527
Forest,Forest_2542.jpg,51.00703172051095,8.685850618289928
Forest,Forest_431.jpg,54.44816081515061,6.520613869876455
Forest,Forest_357.jpg,53.63119988101439,10.737361987881933
Forest,Forest_2224.jpg,52.04536411778107,9.671715849426283
Forest,Forest_1705.jpg,54.27141254417537,7.498135609312669
Forest,Forest_419.jpg,43.04040823012245,10.312288515996084
Forest,Forest_1063.jpg,48.52168570639103,7.391441450878512
Forest,Forest_1077.jpg,45.77826079047394,8.940173331495341
Forest,Forest_2218.jpg,47.736926392110206,6.647197177831788
Forest,Forest_1711.jpg,49.361678257944114,9.362634529950954
Forest,Forest_1922.jpg,46.62327726533899,8.805070398447755
Forest,Forest_380.jpg,49.236218917628335,8.508186392855135
Forest,Forest_2595.jpg,50.28049598968612,9.663109475967905
Forest,Forest_1088.jpg,47.57193862837669,12.697898461299081
Forest,Forest_2581.jpg,39.890687576875244,9.046826160907186
Forest,Forest_1936.jpg,48.32953627550606,10.243063855284404
Forest,Forest_394.jpg,42.91797438699914,9.71280290232645
Forest,Forest_2754.jpg,49.80591247674325,10.618736822581965
Forest,Forest_627.jpg,52.27649237234022,10.887678768339592
Forest,Forest_141.jpg,53.520287674765704,10.773573441745617
Forest,Forest_2032.jpg,49.689821703545036,10.586499578726766
Forest,Forest_2026.jpg,49.34587987780176,8.054934378496764
Forest,Forest_155.jpg,51.74115821916734,9.718420228009888
Forest,Forest_633.jpg,54.63286721971331,6.294901345775048
Forest,Forest_1249.jpg,46.9091508010076,10.904861766860034
Forest,Forest_2998.jpg,53.263231385196406,8.534992793587486
Forest,Forest_2740.jpg,52.288287067359775,10.76773158206644
Forest,Forest_1261.jpg,53.264453980073355,10.280348181404586
Forest,Forest_2768.jpg,50.92686694876195,13.130111110602513
Forest,Forest_1507.jpg,63.547643601788614,11.132471160090615
Forest,Forest_1513.jpg,45.84368460253252,8.965354037005929
Forest,Forest_169.jpg,50.19225735527821,6.484214675985857
Forest,Forest_1275.jpg,53.62870972374805,10.548400765984015
Forest,Forest_2797.jpg,48.12963538724158,9.794164876503471
Forest,Forest_182.jpg,48.75614343351242,8.97478924552135
Forest,Forest_196.jpg,39.86725826432166,9.039205830156869
Forest,Forest_2783.jpg,43.18147102764905,10.428946741659653
Forest,Forest_828.jpg,47.76862566192091,7.686736530102988
Forest,Forest_2973.jpg,48.052218951668955,9.997718566609288
Forest,Forest_800.jpg,42.99238060638236,10.44932227683405
Forest,Forest_814.jpg,43.034465353018774,10.320141541896364
Forest,Forest_2967.jpg,48.95170240511655,9.223718236038621
Forest,Forest_2620.jpg,49.68969795406771,10.595505648464606
Forest,Forest_753.jpg,49.087307355252335,9.388245436779808
Forest,Forest_1329.jpg,49.38595999383174,8.110522603275113
Forest,Forest_2146.jpg,50.76678889220594,8.226328777146444
Forest,Forest_2152.jpg,43.089115157082844,10.45785012337673
Forest,Forest_59.jpg,48.57153206893649,11.302460626036996
Forest,Forest_747.jpg,49.87142936595943,9.115213321834245
Forest,Forest_2634.jpg,48.407777308187946,11.21051785564062
Forest,Forest_71.jpg,52.14403822279648,10.642029070123058
Forest,Forest_1315.jpg,50.9614199167758,8.750299113527035
Forest,Forest_1473.jpg,47.89454773098517,10.49475990922631
Forest,Forest_1467.jpg,43.29315724083847,12.00315945947467
Forest,Forest_2608.jpg,47.031526224920896,9.703512829446858
Forest,Forest_65.jpg,48.81036001938229,9.061652323992945
Forest,Forest_1301.jpg,48.89099928172162,12.128092144393907
Forest,Forest_790.jpg,48.52656301662183,11.40132202057606
Forest,Forest_948.jpg,50.10643103080332,9.136669191459946
Forest,Forest_2185.jpg,50.29223232795547,10.036571192867497
Forest,Forest_1498.jpg,46.583058971567915,8.790964496702962
Forest,Forest_2191.jpg,52.15681068792983,11.923259662117276
Forest,Forest_784.jpg,48.08560219231994,10.169884249076588
Forest,Forest_2807.jpg,39.82797065422583,9.01262151973442
Forest,Forest_974.jpg,51.51158895967981,7.983885407463644
Forest,Forest_960.jpg,59.4287723881448,7.706485343578902
Forest,Forest_2813.jpg,48.31205915713611,11.062801405283118
Forest,Forest_2344.jpg,48.62998241494792,8.969956232800453
Forest,Forest_1895.jpg,51.260574896466885,9.120848758822431
Forest,Forest_237.jpg,42.461134524536426,11.882236047324781
Forest,Forest_551.jpg,39.86725544480668,9.046810226590932
Forest,Forest_2422.jpg,46.13680433666058,11.573917198049502
Forest,Forest_2436.jpg,50.19204636037209,9.661036466945445
Forest,Forest_545.jpg,46.88632902197776,10.869916266406946
Forest,Forest_1881.jpg,44.07945241789699,11.170335299356891
Forest,Forest_1659.jpg,46.76580378513484,10.778489498119628
Forest,Forest_223.jpg,52.214610010491725,11.890022289309842
Forest,Forest_2350.jpg,42.449247669154175,11.889590640882682
Forest,Forest_1671.jpg,42.41018106864668,11.682594533071331
Forest,Forest_2378.jpg,48.46555510560614,10.467641619134163
Forest,Forest_1117.jpg,46.80493200515873,11.125424685484479
Forest,Forest_579.jpg,49.21424507800447,12.072805399546109
Forest,Forest_1103.jpg,49.472006837647356,8.977511728023634
Forest,Forest_1665.jpg,42.43191437694124,11.880895738968595
Forest,Forest_1856.jpg,48.5575922732397,10.233256583775873
Forest,Forest_2387.jpg,49.446723457427964,6.736672633592794
Forest,Forest_592.jpg,48.426203393016564,11.3035504525176
Forest,Forest_586.jpg,49.00139549487592,11.988065101562125
Forest,Forest_2393.jpg,47.97836346041708,6.359115381224634
Forest,Forest_1842.jpg,49.67346509268022,12.188134361318648
Forest,Forest_587.jpg,51.633321618725866,9.97156740528421
Forest,Forest_1843.jpg,47.67558614994273,7.725525007078541
Forest,Forest_2392.jpg,51.955175743595035,9.94116089278253
Forest,Forest_2386.jpg,59.44021234945108,7.6831220607320745
Forest,Forest_1857.jpg,54.32779740988528,11.184766994997862
Forest,Forest_593.jpg,48.75424397240605,9.358078371655777
Forest,Forest_1102.jpg,47.69838038571618,7.672960475100197
Forest,Forest_578.jpg,39.27011321154313,10.428213699932654
Forest,Forest_1664.jpg,47.44996004191731,7.854326019545569
Forest,Forest_2379.jpg,49.42086964677584,6.698424267747219
Forest,Forest_1670.jpg,49.96047074774179,8.556539729096803
Forest,Forest_1116.jpg,50.23976406707914,9.622347773348201
Forest,Forest_544.jpg,42.99084268631933,11.325898506442515
Forest,Forest_2437.jpg,50.29206819974995,10.054816146412964
Forest,Forest_2351.jpg,48.85267095254064,9.589597165752284
Forest,Forest_222.jpg,54.321596992895934,11.204443780236954
